agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201811081830/14/1413/1414_beat_meeting,1413/1414 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-11-08 18:30,2018-11-08 19:30,America/Chicago,confirmed,0,N/A,N/A,3030 W. Fullerton - Logan Square Library,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811081800/10/beat_meeting_1033,Beat Meeting 1033 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-11-08 18:00,2018-11-08 19:00,America/Chicago,confirmed,0,N/A,N/A,Little Village Library 2311 S. Kedzie ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811081800/11/beat_meeting_1122_23,Beat Meeting 1122-23,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-11-08 18:00,2018-11-08 19:00,America/Chicago,confirmed,0,N/A,N/A,115 S. Pulaski Legler Chicago Public Library ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811071900/16/1621_beat_meeting,1621 Beat Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-11-07 19:00,2018-11-07 20:00,America/Chicago,confirmed,0,N/A,N/A,"FIrst Church of Forest Glen, 5400 N. Lawler",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811071900/19/beat_1923_24_25_community_meeting,"Beat 1923, 24 & 25 Community Meeting","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-11-07 19:00,2018-11-07 20:00,America/Chicago,confirmed,0,N/A,N/A,"19th District Police, 850 W. Addison",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811071900/8/815/821_beat_meeting,815/821 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-11-07 19:00,2018-11-07 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Bruno Church - 4839 S. Harding Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811071830/6/622_beat_meeting,622 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2018-11-07 18:30,2018-11-07 19:30,America/Chicago,confirmed,0,N/A,N/A,6th District Station 7808 S. Halsted,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811071830/6/621_beat_meeting,621 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2018-11-07 18:30,2018-11-07 19:30,America/Chicago,confirmed,0,N/A,N/A,006 District Station 7808 S. Halsted,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061900/22/beat_meeting_2221,Beat Meeting 2221,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-11-06 19:00,2018-11-06 20:00,America/Chicago,confirmed,0,N/A,N/A,CHRIST THE KING- 9225 S. HAMILTON,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061900/24/2412_community_beat_meeting,2412 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2018-11-06 19:00,2018-11-06 20:00,America/Chicago,confirmed,0,N/A,N/A,"Warren Park 6601 N. Western Chicago, IL.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061830/11/beat_meeting_1111,Beat Meeting 1111,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-11-06 18:30,2018-11-06 19:30,America/Chicago,confirmed,0,N/A,N/A,1040 N. Keeler  Brian Piccolo School ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061830/6/611_beat_meeting,611 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2018-11-06 18:30,2018-11-06 19:30,America/Chicago,confirmed,0,N/A,N/A,2nd Mt.Vernon Annex Church 2101 W. 79th St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061830/19/beat_1913_community_meeting,Beat 1913 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-11-06 18:30,2018-11-06 19:30,America/Chicago,confirmed,0,N/A,N/A,"Courtenay School, 4420 N. Beacon",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061830/25/2535_beat_meeting,2535 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-11-06 18:30,2018-11-06 19:30,America/Chicago,confirmed,0,N/A,N/A,Maternity BVM 3647 W North,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061830/25/2521_beat_meeting,2521 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-11-06 18:30,2018-11-06 19:30,America/Chicago,confirmed,0,N/A,N/A,Senior Suites 2715 N Cicero,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061800/10/beat_meeting_1014,Beat Meeting 1014,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-11-06 18:00,2018-11-06 19:00,America/Chicago,confirmed,0,N/A,N/A,Lawndale church 3839 W. Ogden Av.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811061700/8/822/824_beat_meeting,822/824 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-11-06 17:00,2018-11-06 18:00,America/Chicago,confirmed,0,N/A,N/A,Hernandez Middle School - 3510 W. 55th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011900/16/1631_beat_meeting,1631 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-11-01 19:00,2018-11-01 20:00,America/Chicago,confirmed,0,N/A,N/A,"St. Francis Borgia Stokes Center, 8025 W. Addison",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011900/8/834_beat_meeting,834 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-11-01 19:00,2018-11-01 20:00,America/Chicago,confirmed,0,N/A,N/A,Bogan High School - 3939 W. 79th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011900/14/1411/1412_beat_meeting,1411/1412 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-11-01 19:00,2018-11-01 20:00,America/Chicago,confirmed,0,N/A,N/A,3000 N. Kedzie - St Nicolai Church,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011830/25/2511_beat_meeting,2511 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-11-01 18:30,2018-11-01 19:30,America/Chicago,confirmed,0,N/A,N/A,Bethesda Home 2833 N. Nordica Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011800/11/beat_meeting_1112_1121,Beat Meeting 1112-1121,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-11-01 18:00,2017-11-01 19:00,America/Chicago,confirmed,0,N/A,N/A, 642 N. Kedzie Sanctuary Place ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811011800/10/beat_meeting_1011_1012,Beat Meeting 1011 & 1012,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-11-01 18:00,2018-11-01 19:00,America/Chicago,confirmed,0,N/A,N/A,Clair House 1350 S. Harding Av.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810251900/3/beat_meeting_321_324,Beat Meeting 321 & 324,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-10-25 19:00,2018-10-25 20:00,America/Chicago,confirmed,0,N/A,N/A,"7040 S. Cottage Grove , 3rd District Auditorium)",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810251900/16/1634_beat_meeting,1634 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-10-25 19:00,2018-10-25 20:00,America/Chicago,confirmed,0,N/A,N/A,"St. Bartholomew Krueger Hall, 4910 W. Addison",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810251800/11/beat_meeting_1131_1132,Beat Meeting 1131 - 1132 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-25 18:00,2018-10-25 19:00,America/Chicago,confirmed,0,N/A,N/A,4650 W. Van Buren Eloise MC Coy Village Apt. ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810241900/8/835_beat_meeting,835 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-24 19:00,2018-10-24 20:00,America/Chicago,confirmed,0,N/A,N/A,Wrightwood Library - 8530 S. Kedzie Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810241900/16/1624_beat_meeting,1624 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-10-24 19:00,2018-10-24 20:00,America/Chicago,confirmed,0,N/A,N/A,"Portage Park, 4100 N. Long",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810241830/14/1423_beat_meeting,1423 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-10-24 18:30,2018-10-24 19:30,America/Chicago,confirmed,0,N/A,N/A,1343 N. California - Casa Central,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810241800/25/2534_beat_meeting,2534 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-10-24 18:00,2018-10-24 18:30,America/Chicago,confirmed,0,N/A,N/A,North Grand H.S. 4338 W Wabansia ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810231900/8/813/833_beat_meeting, 813/833 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-23 19:00,2018-10-23 20:00,America/Chicago,confirmed,0,N/A,N/A,West Lawn Park - 4233 W. 65th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810231900/16/1614_beat_meeting,1614 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-10-23 19:00,2018-10-23 20:00,America/Chicago,confirmed,0,N/A,N/A,"Salvation Army, 8354 W. Foster",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810231900/3/beat_meeting_322_323,Beat Meeting 322 & 323,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-10-23 19:00,2018-10-23 20:00,America/Chicago,confirmed,0,N/A,N/A,600 E. 73rd St. (Park Manor Church),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810231830/25/2532_beat_meeting,2532 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-10-23 18:30,2018-10-23 19:30,America/Chicago,confirmed,0,N/A,N/A,Christ Lutheran 1511 N Long,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810231800/11/beat_meeting_1135,Beat Meeting 1135 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-23 18:00,2018-10-23 19:00,America/Chicago,confirmed,0,N/A,N/A,515 S. Washtenaw Altgeld Park ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810181900/25/2524_beat_meeting,2524 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-10-18 19:00,2018-10-18 20:00,America/Chicago,confirmed,0,N/A,N/A,Our Lady of Grace 2446 N Ridgeway,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810181900/20/2024_beat_meeting,2024 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2018-10-18 19:00,2018-10-18 20:00,America/Chicago,confirmed,0,N/A,N/A,Margate Field House 4921 N. Marine Dr,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810181830/14/1422_beat_meeting,1422 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-10-18 18:30,2018-10-18 19:30,America/Chicago,confirmed,0,N/A,N/A,1640 N. Drake - Simons Park,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810181800/16/dac_meeting,DAC Meeting,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2018-10-18 18:00,2018-10-18 19:00,America/Chicago,confirmed,0,N/A,N/A,"16th District Station Community Room, 5151 N Milwaukee Avenue",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810181800/11/beat_meeting_1113_14_15,Beat Meeting 1113-14-15 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-18 18:00,2018-10-18 19:00,America/Chicago,confirmed,0,N/A,N/A,4106 W. Monroe St. Michaels MBC,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810171900/20/2013_beat_meeting,2013 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2018-10-17 19:00,2018-10-17 20:00,America/Chicago,confirmed,0,N/A,N/A,Philadelphia Church 5437 N. Clark St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810171900/3/beat_meeting_333_334,Beat Meeting 333 & 334,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-10-17 19:00,2018-10-17 20:00,America/Chicago,confirmed,0,N/A,N/A,"7059 S. Shore Drive, South Shore Cultural Center",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810171830/8/823/825_beat_meeting,823/825 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-17 18:30,2018-10-17 19:30,America/Chicago,confirmed,0,N/A,N/A,St. Rita Church - 6243 S. Fairfield Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810171800/22/beat_meeting_2234,Beat Meeting 2234,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-10-17 18:00,2018-10-17 19:00,America/Chicago,confirmed,0,N/A,N/A,BETH EDEN CHURCH-11121 S. LOOMIS STREET,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810171800/10/beat_meeting_1031_1032,Beat Meeting 1031 & 1032 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-10-17 18:00,2018-10-17 19:00,America/Chicago,confirmed,0,N/A,N/A,Toman Library 2708 S. Pulaski Rd,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810161900/24/2423_community_beat_meeting,2423 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2018-10-16 19:00,2018-10-16 20:00,America/Chicago,confirmed,0,N/A,N/A,"Touhy Park 7348 N. Paulina Chicago, IL.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810161900/8/811_beat_meeting,811 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-16 19:00,2018-10-16 20:00,America/Chicago,confirmed,0,N/A,N/A,Good Shepherd Church - 5550 S. Merrimac Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810161800/11/beat_meeting_1133_34,Beat Meeting 1133-34,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-16 18:00,2018-10-16 19:00,America/Chicago,confirmed,0,N/A,N/A,3559 W. Arthington Homan Square Community Center,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111900/16/1632_beat_meeting,1632 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-10-11 19:00,2018-10-11 20:00,America/Chicago,confirmed,0,N/A,N/A,Schorsch Village Hall 6940 W. Belmont,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111900/3/beat_meeting_331_332,Beat Meeting 331 & 332,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-10-11 19:00,2018-10-11 20:00,America/Chicago,confirmed,0,N/A,N/A,"1818 E. 71st Street, The ABJ Community Service Center",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111900/8/814_beat_meeting,814 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-11 19:00,2018-10-11 20:00,America/Chicago,confirmed,0,N/A,N/A,Vittum Park Fieldhouse - 5010 W. 50th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111830/22/beat_meeting_2213,Beat Meeting 2213,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-10-11 18:30,2018-10-11 19:30,America/Chicago,confirmed,0,N/A,N/A,RIDGE PARK- 9625 S. LONGWOOD AVE,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111800/11/beat_meeting_1122_23,Beat Meeting 1122-23,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-11 18:00,2018-10-11 19:00,America/Chicago,confirmed,0,N/A,N/A,115 S. Pulaski Legler Chicago Public Library ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810111800/10/beat_meeting_1023_1024,Beat Meeting 1023 & 1024 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-10-11 18:00,2018-10-11 19:00,America/Chicago,confirmed,0,N/A,N/A,St. Mt. Sinai Hospital 2730 W. 15th Pl,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101900/8/812_beat_meeting,812 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-10 19:00,2018-10-10 20:00,America/Chicago,confirmed,0,N/A,N/A,Clearing Library - 6423 W. 63rd Place,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
